URL,TITLE,LOCATION,PRICE PER MONTH,AREA IN SQ METRE,NUMBER OF ROOMS,INTERIOR,DESCRIPTION,OFFERED SINCE,AVAILABILITY,SPECIFICATION,UPKEEP STATUS,VOLUME,TYPE,CONSTRUCTION TYPE,CONSTRUCTION YEAR,LOCATION TYPE,NUMBER OF BEDROOMS,NUMBER OF BATHROOMS,NUMBER OF FLOORS,DETAILS OF BALCONY,DETAILS OF GARDEN,DETAILS OF STORAGE,DESCRIPTION OF STORAGE,GARAGE,CONTACT DETAILS,TIMESTAMP
https://www.pararius.com/apartment-for-rent/rotterdam/66a44268/hugo-molenaarstraat,Apartment Hugo Molenaarstraat,3022 NS (Nieuwe Westen),975,64,2,Upholstered,Beautiful upholstered apartment for rent in Rotterdam with 1 bedroom in the Nieuwe Westen district.,10-08-2022,consultation,Specifics are not available,Reasonable,192,Apartment,Existing building,1919,Location type is not available,1,1,1,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/66a44268/rotterdam/voorberg-nvm-makelaars/request-details,2022-08-10 21:30:31
https://www.pararius.com/apartment-for-rent/rotterdam/cba63f8f/talmastraat,Apartment Talmastraat,3038 SR (Bergpolder),795,60,2,Interior is not available,Apartment with balcony for rent in Rotterdam with 1 bedroom in the Bergpolder district.,10-08-2022,Not available to book,Specifics are not available,Good,163,Apartment,Existing building,1933,Location type is not available,1,1,1,Present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/cba63f8f/rotterdam/d-s-vastgoed/request-details,2022-08-10 21:30:32
https://www.pararius.com/apartment-for-rent/rotterdam/490f9277/straatweg,Apartment Straatweg,3051 BB (Hillegersberg Zuid),1595,70,2,Furnished,EXTRAORDINARY for 1 EXPAT!,10-08-2022,01-11-2022,Monumental building,Excellent,150,Apartment,Existing building,1914,Unobstructed view,1,Number of bathrooms is not available,1,Details of balcony is not available,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/490f9277/rotterdam/fransen-vastgoed/request-details,2022-08-10 21:30:33
https://www.pararius.com/apartment-for-rent/rotterdam/d2f918d5/verboomstraat,Apartment Verboomstraat,3082 JS (Oud Charlois),1250,70,3,Furnished,Beautifully renovated apartment near the center of Rotterdam!,10-08-2022,15-08-2022,Specifics are not available,Excellent,195,Apartment,Existing building,1939,in a residential area,1,1,2,Present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/d2f918d5/rotterdam/househunting-randstad/request-details,2022-08-10 21:30:34
https://www.pararius.com/apartment-for-rent/rotterdam/76d4f4ff/verboomstraat,Apartment Verboomstraat,3082 JS (Oud Charlois),1050,55,2,Furnished,Beautifully renovated apartment near the center of Rotterdam!,10-08-2022,15-08-2022,Specifics are not available,Excellent,165,Apartment,Existing building,1939,in a residential area,1,1,1,Present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/76d4f4ff/rotterdam/househunting-randstad/request-details,2022-08-10 21:30:35
https://www.pararius.com/apartment-for-rent/rotterdam/bd7cf4e7/walenburgerweg,Apartment Walenburgerweg,3039 AD (Provenierswijk),1750,84,2,Furnished,"Beautiful newly build fully furnished short-stay apartment available. Located close to central station, the city center and all other things the city has to offer. ",10-08-2022,Not available to book,Specifics are not available,Good,245,Apartment,Existing building,1903,in a residential area,1,1,1,Present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/bd7cf4e7/rotterdam/verra-real-estate-rotterdam-den-haag/request-details,2022-08-10 21:30:36
https://www.pararius.com/apartment-for-rent/rotterdam/e08c2467/kratonkade,Apartment Kratonkade,3024 EX (Schiemond),2500,158,4,Upholstered,Fantastic penthouse located on the Lloydpier with 3 bedrooms and no less than 2 bathrooms!,10-08-2022,01-10-2022,Specifics are not available,Excellent,412,Apartment,New development,2011,On a waterway,3,2,1,Present,Not present,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/e08c2467/rotterdam/verra-real-estate-rotterdam-den-haag/request-details,2022-08-10 21:30:37
https://www.pararius.com/apartment-for-rent/rotterdam/1382105a/geertsemastraat,Apartment Geertsemastraat,3038 XA (Bergpolder),1250,67,3,Furnished,"Furnished, attractive 3-room (1 bedroom) apartment in the north of the city. The tram and metro to the center are around the corner, but the A20 can be reached within a few minutes.  ",10-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1933,Location type is not available,1,1,Number of floors is not available,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/1382105a/rotterdam/interhouse-verhuurmakelaars-rotterdam/request-details,2022-08-10 21:30:38
https://www.pararius.com/house-for-rent/rotterdam/7fd25569/bermweg,House Bermweg,3059 LA (Nesselande),1650,95,4,Upholstered or furnished,A family home on a wonderful location!,10-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,247,House,Existing building,1950,Location type is not available,3,1,1,Not present,Present,Present,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/7fd25569/rotterdam/linda-housing/request-details,2022-08-10 21:30:39
https://www.pararius.com/room-for-rent/rotterdam/e21e0047/middellandplein,Room Middellandplein,3021 BV (Middelland),300,6,1,Shell,Pleasant room for rent in Rotterdam in the Middelland district.,10-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Room,Construction type is not available,Constructed year is not available,Location type is not available,Number of bedrooms is not available,Number of bathrooms is not available,Number of floors is not available,Details of balcony is not available,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/e21e0047/rotterdam/4-freedom-vastgoedbeheer/request-details,2022-08-10 21:30:41
https://www.pararius.com/apartment-for-rent/rotterdam/77075f8a/oostmaasstraat,Apartment Oostmaasstraat,3061 ZT (Kralingen West),1250,45,1,Furnished,"For rent: Modern fully furnished studio apartment on the 1st floor. Situated in the lovely area Kralingen nearby shops, several restaurants and cafés and the Kralingse lake. Within no time you’re in the city centre with public transport or by bike.  ",10-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/77075f8a/rotterdam/riva-rentals/request-details,2022-08-10 21:30:43
https://www.pararius.com/apartment-for-rent/rotterdam/799f5e9d/nieuwe-binnenweg,Apartment Nieuwe Binnenweg,3014 GK (Oude Westen),1495,72,3,Upholstered,Be aware,10-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1981,Location type is not available,2,1,Number of floors is not available,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/799f5e9d/rotterdam/riva-rentals/request-details,2022-08-10 21:30:44
https://www.pararius.com/apartment-for-rent/rotterdam/e80545bb/kralingse-plaslaan,Apartment Kralingse Plaslaan,3061 DG (Kralingen West),1350,60,2,Furnished,"For rent: Situated at beautiful location with the Kralingen lake as your front yard(corner Kralingse Plaslaan and Jericholaan). Fully furnished and completely renovated 1 bedroom apartment at the 1st floor. Situated nearby Erasmus University, shops, restaurants, exit roads and public transport.",10-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1909,Location type is not available,1,1,Number of floors is not available,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/e80545bb/rotterdam/riva-rentals/request-details,2022-08-10 21:30:45
https://www.pararius.com/apartment-for-rent/rotterdam/473033fa/karel-de-stouteplein,Apartment Karel de Stouteplein,3082 RL (Oud Charlois),1250,60,2,Upholstered,Be aware,10-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Not present,Present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/473033fa/rotterdam/riva-rentals/request-details,2022-08-10 21:30:46
https://www.pararius.com/apartment-for-rent/rotterdam/789e0625/statensingel,Apartment Statensingel,3039 LT (Blijdorp),2000,120,4,Furnished,Be aware,10-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1933,Location type is not available,3,1,Number of floors is not available,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/789e0625/rotterdam/riva-rentals/request-details,2022-08-10 21:30:47
https://www.pararius.com/apartment-for-rent/rotterdam/958af2a9/walenburgerweg,Apartment Walenburgerweg,3039 AC (Blijdorp),1075,40,2,Furnished,"Welcome into this completely renovated building on unique location in the trendy Provenierswijk. This 1 bedroom apartment situated at second floor of this apartment building with 4 luxurious apartments between 25 en 40m2 and will be rented completely furnished. High standard wooden flooring and luxurious kitchen and bathroom located at a beautiful avenue on 7 (!) minute walking distance of Central Station.The apartment of 39m2 is equipped with 1 bedroom, modern bathroom and a living/dining room with access to the balcony.",09-08-2022,01-09-2022,Specifics are not available,Good,112,Apartment,Existing building,1917,In the city centre,1,1,1,Present,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/958af2a9/rotterdam/expat-housing-rotterdam/request-details,2022-08-10 21:30:49
https://www.pararius.com/house-for-rent/rotterdam/8f01ffbf/pieter-rosemondweg,House Pieter Rosemondweg,3053 KR (Schiebroek),2690,145,5,Furnished,Unique family-house for rent in Hillegersberg-Schiebroek fully furnished with 4 bedrooms.,09-08-2022,01-10-2022,Specifics are not available,Good,390,House,Existing building,1993,Location type is not available,4,2,3,Details of balcony is not available,Present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/8f01ffbf/rotterdam/expat-housing-rotterdam/request-details,2022-08-10 21:30:50
https://www.pararius.com/apartment-for-rent/rotterdam/f45af6a6/amethiststraat,Apartment Amethiststraat 38,3051 VD (Hillegersberg Zuid),1595,107,3,Upholstered,Charming apartment for rent in Rotterdam with 2 bedrooms in the Hillegersberg Zuid district.,09-08-2022,Not available to book,Specifics are not available,Good,310,Apartment,Existing building,1927,Location type is not available,2,1,1,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/f45af6a6/rotterdam/kolpa-van-der-hoek-makelaars/request-details,2022-08-10 21:30:51
https://www.pararius.com/apartment-for-rent/rotterdam/89d3e666/berkelselaan,Apartment Berkelselaan 23 C,3037 PB (Liskwartier),1350,73,3,Upholstered,Beautiful upholstered apartment with balcony for rent in Rotterdam with 2 bedrooms in the Liskwartier district.,09-08-2022,Not available to book,Specifics are not available,Good,256,Apartment,Existing building,1913,Location type is not available,2,1,2,Present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/89d3e666/rotterdam/stad-en-land-makelaars/request-details,2022-08-10 21:30:52
https://www.pararius.com/apartment-for-rent/rotterdam/cdd063f8/wolphaertstraat,Apartment Wolphaertstraat,3082 BM (Oud Charlois),1250,67,3,Upholstered,"Located on the first floor a spacious, renovated 3-room apartment of approx.: 70 m2 in the beautiful Rotterdam!",09-08-2022,consultation,Specifics are not available,Upkeep is not available,148,Apartment,Existing building,1924,Location type is not available,2,Number of bathrooms is not available,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/cdd063f8/rotterdam/vesting-vastgoed/request-details,2022-08-10 21:30:53
https://www.pararius.com/apartment-for-rent/rotterdam/af5fb36a/mijnsherenplein,Apartment Mijnsherenplein,3081 CT (Tarwewijk),850,49,2,Upholstered,"Nice 2 room ground floor flat for rent € 850,- excl. on the Mijnsherenplein in Rotterdam-South.   ",09-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Not present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/af5fb36a/rotterdam/rotterdam-wonen/request-details,2022-08-10 21:30:54
https://www.pararius.com/apartment-for-rent/rotterdam/8dceee90/beukelsdijk,Apartment Beukelsdijk 154 A,3022 DM (Nieuwe Westen),1995,150,3,Upholstered,"Te huur aan de bekende Beukelsdijk deze zeer ruime, schitterende, deels gemeubileerde en keurig ingerichte dubbele benedenwoning uit 1920. Voorzien van fraaie stadstuin waar het heerlijk zonnig toeven is. Deze 4-kamer woning voorziet in twee slaapkamers en ruim atelier/werkruimte. Uitermate geschikt voor een stel, klein gezin of expats. Niet geschikt voor studenten.",3 weeks,Not available to book,Specifics are not available,Good,430,Apartment,Existing building,1920,Location type is not available,2,1,2,Details of balcony is not available,Present (25 m²),Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/8dceee90/rotterdam/viadaan-nijmegen/request-details,2022-08-10 21:30:55
https://www.pararius.com/apartment-for-rent/rotterdam/4dd2396f/boezemsingel,Apartment Boezemsingel,3034 EA (Oud Crooswijk),1550,65,4,Upholstered,STUDENTS ATTENTION:,09-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,176,Apartment,Existing building,1964,Location type is not available,3,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/4dd2396f/rotterdam/rent-an-apartment-rotterdam/request-details,2022-08-10 21:30:56
https://www.pararius.com/house-for-rent/rotterdam/0a3eb47c/jacobus-van-vessemsingel,House Jacobus van Vessemsingel 15,3065 NH ('s-Gravenland),3500,207,7,Upholstered,Delightful upholstered house with garden for rent in Rotterdam with 6 bedrooms in the 's-Gravenland district.,09-08-2022,01-09-2022,Specifics are not available,Good,697,House,Existing building,1994,Location type is not available,6,2,3,Not present,Present,Present,Vrijstaand hout,Yes,https://www.pararius.com/contact/0a3eb47c/rotterdam/stad-en-land-makelaars/request-details,2022-08-10 21:30:57
https://www.pararius.com/apartment-for-rent/rotterdam/3a8df17a/bethlehemstraat,Apartment Bethlehemstraat,3061 GA (Kralingen West),1225,52,2,Upholstered,"Kralingen is a characteristic neighborhood with a historic appearance and is traditionally a chic area of Rotterdam. In the immediate vicinity you will find charming stores and restaurants. Think of the trendy Lusthofstraat with eatery Juffrouw van Zanten, the Oudedijk with restaurant Finca and Fratelli and the Kortekade with Osteria Vicini.",09-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Details of balcony is not available,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/3a8df17a/rotterdam/123wonen-rotterdam/request-details,2022-08-10 21:30:58
https://www.pararius.com/apartment-for-rent/rotterdam/929bc6a9/zuidhoek,Apartment Zuidhoek,3082 PD (Oud Charlois),1475,90,4,Shell,Lovely apartment with garden for rent in Rotterdam with 3 bedrooms in the Oud Charlois district.,09-08-2022,Not available to book,Specifics are not available,Excellent,225,Apartment,Existing building,1980,Location type is not available,3,3,2,Details of balcony is not available,Present (25 m²),Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/929bc6a9/rotterdam/i-housing/request-details,2022-08-10 21:30:59
https://www.pararius.com/apartment-for-rent/rotterdam/f59de343/1e-kiefhoekstraat,Apartment 1e Kiefhoekstraat 4 A-02,3073 KT (Bloemhof),850,49,2,Upholstered,Please request a viewing on our own website.,09-08-2022,15-08-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/f59de343/rotterdam/liv-residential-amsterdam-4/request-details,2022-08-10 21:31:00
https://www.pararius.com/apartment-for-rent/rotterdam/6530421f/lloydkade,Apartment Lloydkade,3024 WZ (Schiemond),1995,98,4,Furnished,Beautiful and fully furnished 3 bedroom apartment at the Lloyd pier.,09-08-2022,Not available to book,Specifics are not available,Excellent,290,Apartment,Existing building,2010,in a residential area,3,1,1,Present,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/6530421f/rotterdam/verra-real-estate-rotterdam-den-haag/request-details,2022-08-10 21:31:01
https://www.pararius.com/house-for-rent/rotterdam/e7449461/meerum-terwogtlaan,House Meerum Terwogtlaan 279,3056 PP (Terbregge),2500,124,6,Furnished,"FOR RENT: Spacious and modern fully furnished family house with 4 bedrooms, front and backyard and storage The house is located in the very child friendly neighbourhood Nieuw Terbregge. The location of the house is convenient to the shopping street Bergse Dorpsstraat and to several schools including the American and Japanese International School. Near the house are several recreational facilities such as the Kralingse Forest, Low Bergse Forest and recreation area Rottemeren with the possibility of climbing, mountain biking, golfing and canoeing. Highways A16 and A20 towards The Hague and Utrecht are a few minutes drive away. ",09-08-2022,Not available to book,Specifics are not available,Good,372,House,Existing building,2000,Location type is not available,4,1,3,Not present,Present,Present,Vrijstaand steen,Yes,https://www.pararius.com/contact/e7449461/rotterdam/kolpa-van-der-hoek-makelaars/request-details,2022-08-10 21:31:03
https://www.pararius.com/apartment-for-rent/rotterdam/d213c8fa/westewagenstraat,Apartment Westewagenstraat 12,3011 AS (Stadsdriehoek),1395,112,4,Upholstered,Charming upholstered apartment for rent in Rotterdam with 3 bedrooms in the Stadsdriehoek district.,09-08-2022,consultation,Specifics are not available,Reasonable,300,Apartment,Existing building,1945-1959,Location type is not available,3,Number of bathrooms is not available,1,Not present,Not present,Present,Inpandig,Yes,https://www.pararius.com/contact/d213c8fa/rotterdam/ooms-makelaars-woningen/request-details,2022-08-10 21:31:04
https://www.pararius.com/apartment-for-rent/rotterdam/8f9c5c65/nieuwe-binnenweg,Apartment Nieuwe Binnenweg,3014 GG (Oude Westen),1800,120,4,Upholstered,Will this be your new home?   ,08-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,3,1,Number of floors is not available,Not present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/8f9c5c65/rotterdam/vdm-vastgoed-groep-rotterdam/request-details,2022-08-10 21:31:05
https://www.pararius.com/apartment-for-rent/rotterdam/2d089b3c/suze-groeneweglaan,Apartment Suze Groeneweglaan,3021 DS (Middelland),1450,55,3,Furnished,For rent per 15th of September 2022:  ,08-08-2022,15-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1958,Location type is not available,2,1,Number of floors is not available,Present,Not present,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/2d089b3c/rotterdam/iris-housing-rotterdam/request-details,2022-08-10 21:31:06
https://www.pararius.com/apartment-for-rent/rotterdam/a9359740/mauritsstraat,Apartment Mauritsstraat,3012 CH (Cool),1475,77,2,Upholstered,"Well maintained unfurnished 2-bedroom apartment in the city center of Rotterdam. Within walking distance of various amenities such as Central Station, shops, restaurants, the central park and public transport.   ",08-08-2022,30-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1887,Location type is not available,1,Number of bathrooms is not available,Number of floors is not available,Present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/a9359740/rotterdam/rotterdam-apartments/request-details,2022-08-10 21:31:07
https://www.pararius.com/apartment-for-rent/rotterdam/d2385951/houtlaan,Apartment Houtlaan,3016 DA (Nieuwe Werk),2875,95,3,Furnished,HOUTLAAN - ZALMHAVEN TOWER 1,08-08-2022,Not available to book,Specifics are not available,Good,270,Apartment,Existing building,2019,Unobstructed view,2,1,1,Present,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/d2385951/rotterdam/verra-real-estate-rotterdam-den-haag/request-details,2022-08-10 21:31:08
https://www.pararius.com/apartment-for-rent/rotterdam/eed73150/houtlaan,Apartment Houtlaan,3016 DA (Nieuwe Werk),2450,91,3,Upholstered,THE ZALMHAVEN I 42ND FLOOR I 3 ROOMS AND BALCONY FACING SOUTH I AMAZING WATERVIEW  ,08-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,2022,Location type is not available,2,1,Number of floors is not available,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/eed73150/rotterdam/interhouse-verhuurmakelaars-rotterdam/request-details,2022-08-10 21:31:09
https://www.pararius.com/apartment-for-rent/rotterdam/4d7b3c74/schieweg,Apartment Schieweg,3038 BA (Bergpolder),1250,70,3,Upholstered,Rental price,08-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1949,Location type is not available,2,1,Number of floors is not available,Present,Not present,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/4d7b3c74/rotterdam/overbruggingsverhuur-nl/request-details,2022-08-10 21:31:10
https://www.pararius.com/house-for-rent/rotterdam/33ca30fd/peppelweg,House Peppelweg,3053 GZ (Schiebroek),2500,134,5,Furnished,"With the tram and bus stop around the corner and the Meijersplein metro station (RandstadRail) within walking distance, you can easily reach the center of Rotterdam or The Hague. Schiebroek is further characterized by its green and quiet environment and is surrounded by various parks. In short: quiet and child-friendly living with the dynamic city within reach.  ",08-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,House,Existing building,2018,Location type is not available,4,2,Number of floors is not available,Not present,Present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/33ca30fd/rotterdam/interhouse-verhuurmakelaars-rotterdam/request-details,2022-08-10 21:31:12
